User ID,subscription Type,Monthly Revenue,Join Date,Last Payment Date,Country,Age,Gender,Device,Plan Duration,,,,,GenderinDevice,,,,,,,,,,,,,,,,User ID,subscription Type,Monthly Revenue,Join,Date,Country,Age,Gender,Device,
1226,Standard,15,29-06-22,3/7/2023,United States,38,Male,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1227,Standard,15,27-06-22,4/7/2023,Canada,36,Female,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228,Standard,15,26-06-22,3/7/2023,United Kingdom,38,Female,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1229,Standard,12,24-06-22,1/7/2023,Australia,49,Male,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230,Standard,12,25-06-22,3/7/2023,Germany,40,Female,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231,Standard,13,24-06-22,3/7/2023,France,51,Male,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1232,Standard,11,22-06-22,3/7/2023,Brazil,42,Female,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1233,Standard,13,23-06-22,3/7/2023,Mexico,41,Female,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1234,Standard,12,25-06-22,3/7/2023,Spain,48,Female,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235,Standard,13,29-06-22,3/7/2023,Italy,39,Female,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236,Standard,15,1/7/2022,2/7/2023,Spain,35,Female,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237,Standard,11,5/7/2022,2/7/2023,Spain,32,Female,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238,Standard,12,12/7/2022,4/7/2023,United States,28,Female,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1239,Standard,11,16-07-22,2/7/2023,Canada,27,Male,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1240,Standard,11,20-07-22,4/7/2023,United States,30,Female,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1241,Standard,14,28-07-22,2/7/2023,United States,47,Female,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1242,Standard,14,31-07-22,5/7/2023,Canada,49,Female,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1243,Standard,14,14-08-22,2/7/2023,United Kingdom,43,Female,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1244,Standard,12,16-08-22,4/7/2023,Australia,42,Male,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1245,Standard,14,18-08-22,3/7/2023,Germany,29,Female,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246,Standard,15,27-08-22,5/7/2023,France,35,Female,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1247,Standard,13,1/9/2022,2/7/2023,Brazil,41,Female,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1248,Standard,13,3/9/2022,5/7/2023,Mexico,47,Female,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1249,Standard,14,7/9/2022,3/7/2023,Spain,28,Female,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1250,Standard,10,8/9/2022,4/7/2023,Italy,44,Female,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1251,Standard,10,14-09-22,3/7/2023,Spain,28,Female,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1252,Standard,11,15-09-22,5/7/2023,Spain,51,Male,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1253,Standard,11,27-09-22,2/7/2023,United States,48,Male,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254,Standard,14,30-09-22,4/7/2023,Canada,49,Female,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1255,Standard,10,2/10/2022,4/7/2023,United States,50,Male,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1256,Standard,13,3/10/2022,5/7/2023,United States,43,Male,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1257,Standard,14,5/10/2022,1/7/2023,Canada,32,Male,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1258,Standard,15,10/10/2022,3/7/2023,United Kingdom,42,Female,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1259,Standard,13,11/10/2022,3/7/2023,Australia,41,Female,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1260,Standard,11,13-10-22,4/7/2023,Germany,31,Male,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1261,Standard,11,14-10-22,2/7/2023,France,37,Female,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262,Standard,12,16-10-22,3/7/2023,Brazil,46,Male,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1263,Standard,14,18-10-22,3/7/2023,Mexico,30,Female,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1264,Standard,11,22-10-22,5/7/2023,Spain,30,Female,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1265,Standard,10,24-10-22,3/7/2023,Italy,34,Female,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1266,Standard,15,25-10-22,4/7/2023,Spain,47,Female,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267,Standard,14,29-10-22,3/7/2023,Spain,41,Male,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1268,Standard,13,2/11/2022,4/7/2023,United States,42,Female,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269,Standard,12,3/11/2022,5/7/2023,Canada,48,Female,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1270,Standard,11,4/11/2022,6/7/2023,United States,30,Female,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1271,Standard,13,5/11/2022,3/7/2023,United States,51,Male,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1272,Standard,13,5/11/2022,4/7/2023,Canada,27,Male,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1273,Standard,13,31-10-22,4/7/2023,United Kingdom,38,Male,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1274,Standard,12,27-10-22,5/7/2023,Australia,29,Female,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1275,Standard,11,25-10-22,3/7/2023,Germany,40,Female,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1276,Standard,12,26-10-22,4/7/2023,France,31,Female,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277,Standard,11,30-09-22,4/7/2023,Brazil,30,Male,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1278,Standard,13,27-09-22,5/7/2023,Mexico,44,Male,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279,Standard,14,12/9/2022,3/7/2023,Spain,34,Female,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1280,Standard,14,25-08-22,4/7/2023,Italy,28,Female,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1281,Standard,13,25-08-22,4/7/2023,Spain,41,Female,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1282,Standard,12,22-08-22,5/7/2023,Spain,43,Male,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283,Standard,10,17-08-22,2/7/2023,United States,33,Male,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1284,Standard,12,9/8/2022,3/7/2023,Canada,32,Female,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285,Standard,10,6/8/2022,4/7/2023,United States,39,Male,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1286,Standard,15,17-07-22,4/7/2023,United States,37,Male,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287,Standard,11,12/7/2022,2/7/2023,Canada,46,Male,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1288,Standard,11,12/7/2022,3/7/2023,United Kingdom,39,Male,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1289,Standard,12,2/7/2022,4/7/2023,Australia,46,Female,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1290,Standard,13,2/7/2022,3/7/2023,Germany,43,Male,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291,Standard,10,30-06-22,2/7/2023,France,32,Female,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292,Standard,12,30-06-22,4/7/2023,Brazil,30,Female,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293,Standard,11,1/7/2022,4/7/2023,Mexico,40,Female,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1294,Standard,11,30-06-22,4/7/2023,Spain,51,Female,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1295,Standard,10,29-06-22,2/7/2023,Italy,40,Female,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1296,Standard,12,30-06-22,3/7/2023,Spain,28,Male,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1297,Standard,14,29-06-22,4/7/2023,Spain,51,Female,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1298,Standard,14,26-06-22,3/7/2023,United States,27,Male,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299,Standard,14,27-06-22,1/7/2023,Canada,35,Male,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,Standard,11,24-06-22,3/7/2023,United States,37,Male,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301,Standard,14,23-06-22,4/7/2023,United States,51,Male,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1302,Standard,11,23-06-22,3/7/2023,Canada,40,Male,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1303,Standard,14,25-06-22,3/7/2023,United Kingdom,38,Male,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1304,Standard,11,28-06-22,3/7/2023,Australia,48,Female,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1305,Standard,11,1/7/2022,3/7/2023,Germany,49,Male,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1306,Standard,15,2/7/2022,5/7/2023,France,33,Female,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1307,Standard,10,6/7/2022,3/7/2023,Brazil,34,Female,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1308,Standard,15,12/7/2022,6/7/2023,Mexico,39,Male,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309,Standard,13,17-07-22,2/7/2023,Spain,37,Female,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1310,Standard,15,23-07-22,5/7/2023,Italy,44,Male,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1311,Standard,15,29-07-22,4/7/2023,Spain,35,Male,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1312,Standard,11,6/8/2022,6/7/2023,Spain,31,Female,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1313,Standard,10,9/8/2022,2/7/2023,United States,39,Male,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1314,Standard,13,14-08-22,5/7/2023,Canada,38,Male,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1315,Standard,11,20-08-22,3/7/2023,United States,42,Male,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1316,Standard,12,28-08-22,5/7/2023,United States,48,Female,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317,Standard,11,2/9/2022,3/7/2023,Canada,31,Male,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1318,Standard,11,4/9/2022,5/7/2023,United Kingdom,42,Male,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1319,Standard,14,6/9/2022,3/7/2023,Australia,35,Male,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1320,Standard,10,14-09-22,5/7/2023,Germany,39,Male,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1321,Standard,13,15-09-22,4/7/2023,France,50,Female,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322,Standard,11,16-09-22,6/7/2023,Brazil,40,Male,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1323,Standard,10,28-09-22,2/7/2023,Mexico,29,Male,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1324,Standard,10,2/10/2022,4/7/2023,Spain,48,Female,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325,Standard,15,3/10/2022,4/7/2023,Italy,34,Male,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1326,Standard,10,5/10/2022,5/7/2023,Spain,48,Male,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1327,Standard,12,7/10/2022,2/7/2023,Spain,48,Male,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1328,Standard,12,9/10/2022,4/7/2023,United States,35,Female,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1329,Standard,11,11/10/2022,4/7/2023,Canada,29,Male,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1330,Standard,14,13-10-22,5/7/2023,United States,47,Female,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331,Standard,12,15-10-22,2/7/2023,United States,36,Male,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1332,Standard,12,17-10-22,4/7/2023,Canada,40,Female,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333,Standard,14,21-10-22,4/7/2023,United Kingdom,51,Male,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1334,Standard,12,23-10-22,5/7/2023,Australia,37,Male,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1335,Standard,12,24-10-22,6/7/2023,Germany,36,Male,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,Standard,12,28-10-22,4/7/2023,France,45,Male,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1337,Standard,11,31-10-22,4/7/2023,Brazil,31,Female,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1338,Standard,14,3/11/2022,4/7/2023,Mexico,45,Female,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1339,Standard,11,4/11/2022,5/7/2023,Spain,30,Male,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1340,Standard,14,5/11/2022,6/7/2023,Italy,40,Female,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341,Standard,14,6/11/2022,4/7/2023,Spain,44,Female,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1342,Standard,12,1/11/2022,5/7/2023,Spain,36,Female,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1343,Standard,10,1/11/2022,5/7/2023,United States,36,Male,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1344,Standard,11,29-10-22,5/7/2023,Canada,32,Female,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1345,Standard,10,27-10-22,3/7/2023,United States,46,Male,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1346,Standard,12,16-10-22,4/7/2023,United States,39,Female,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1347,Standard,13,14-10-22,4/7/2023,Canada,30,Male,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348,Standard,13,14-09-22,5/7/2023,United Kingdom,34,Male,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1349,Standard,14,3/9/2022,3/7/2023,Australia,28,Male,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1350,Standard,13,27-08-22,4/7/2023,Germany,39,Female,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1351,Standard,12,27-08-22,5/7/2023,France,34,Female,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1352,Standard,13,21-08-22,5/7/2023,Brazil,42,Male,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1353,Standard,13,13-08-22,2/7/2023,Mexico,29,Female,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1354,Standard,13,12/8/2022,4/7/2023,Spain,29,Male,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1355,Standard,12,24-07-22,4/7/2023,Italy,30,Male,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356,Standard,11,24-07-22,4/7/2023,Spain,51,Male,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1357,Standard,11,12/7/2022,2/7/2023,Spain,51,Male,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1358,Standard,13,9/7/2022,4/7/2023,United States,44,Male,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1359,Standard,13,9/7/2022,5/7/2023,Canada,35,Male,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1360,Standard,10,10/7/2022,4/7/2023,United States,39,Male,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1361,Standard,12,2/7/2022,2/7/2023,United States,41,Female,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1362,Standard,13,2/7/2022,4/7/2023,Canada,44,Female,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1363,Standard,11,1/7/2022,5/7/2023,United Kingdom,29,Male,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364,Standard,14,1/7/2022,4/7/2023,Australia,47,Male,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1365,Standard,10,30-06-22,2/7/2023,Germany,28,Female,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1366,Standard,15,29-06-22,4/7/2023,France,45,Male,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1367,Standard,11,26-06-22,4/7/2023,Brazil,28,Female,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1368,Standard,14,27-06-22,3/7/2023,Mexico,31,Female,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1369,Standard,13,25-06-22,3/7/2023,Spain,47,Female,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1370,Standard,13,23-06-22,4/7/2023,Italy,42,Female,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1371,Standard,14,24-06-22,4/7/2023,Spain,34,Female,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372,Standard,12,25-06-22,5/7/2023,Spain,40,Female,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1373,Standard,13,26-06-22,4/7/2023,United States,42,Female,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374,Standard,14,27-06-22,7/7/2023,Canada,33,Male,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1375,Standard,12,30-06-22,3/7/2023,United States,30,Male,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1376,Standard,14,3/7/2022,5/7/2023,United States,29,Male,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1377,Standard,13,9/7/2022,4/7/2023,Canada,31,Male,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1378,Standard,14,17-07-22,6/7/2023,United Kingdom,46,Female,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1379,Standard,11,22-07-22,3/7/2023,Australia,46,Female,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380,Standard,11,28-07-22,5/7/2023,Germany,47,Male,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1381,Standard,12,4/8/2022,4/7/2023,France,48,Female,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1382,Standard,13,8/8/2022,6/7/2023,Brazil,32,Female,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383,Standard,13,13-08-22,4/7/2023,Mexico,51,Female,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1384,Standard,13,17-08-22,5/7/2023,Spain,33,Male,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385,Standard,15,20-08-22,4/7/2023,Italy,43,Male,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1386,Standard,14,28-08-22,6/7/2023,Spain,43,Female,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1387,Standard,13,29-08-22,4/7/2023,Spain,42,Male,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388,Standard,15,3/9/2022,5/7/2023,United States,30,Male,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1389,Standard,13,10/9/2022,3/7/2023,Canada,50,Male,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1390,Standard,11,13-09-22,5/7/2023,United States,51,Female,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1391,Standard,14,15-09-22,4/7/2023,United States,36,Female,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1392,Standard,13,25-09-22,6/7/2023,Canada,41,Female,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1393,Standard,10,1/10/2022,3/7/2023,United Kingdom,37,Male,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1394,Standard,11,2/10/2022,4/7/2023,Australia,30,Female,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1395,Standard,11,5/10/2022,4/7/2023,Germany,50,Female,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1396,Standard,14,6/10/2022,5/7/2023,France,41,Female,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1397,Standard,14,7/10/2022,3/7/2023,Brazil,29,Female,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1398,Standard,12,10/10/2022,4/7/2023,Mexico,43,Male,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1399,Standard,12,12/10/2022,4/7/2023,Spain,31,Female,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400,Standard,14,15-10-22,6/7/2023,Italy,40,Male,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401,Standard,12,17-10-22,5/7/2023,Spain,35,Female,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1402,Standard,13,21-10-22,4/7/2023,Spain,39,Female,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1403,Standard,14,23-10-22,5/7/2023,United States,48,Male,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404,Standard,14,24-10-22,5/7/2023,Canada,42,Female,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1405,Standard,11,27-10-22,6/7/2023,United States,48,Female,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1406,Standard,10,30-10-22,7/7/2023,United States,33,Female,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1407,Standard,14,31-10-22,4/7/2023,Canada,45,Female,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1408,Standard,14,3/11/2022,4/7/2023,United Kingdom,40,Female,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1409,Standard,15,5/11/2022,6/7/2023,Australia,38,Male,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1410,Standard,14,6/11/2022,6/7/2023,Germany,31,Female,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1411,Standard,14,1/11/2022,4/7/2023,France,33,Female,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412,Standard,15,2/11/2022,5/7/2023,Brazil,27,Male,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1413,Standard,13,2/11/2022,5/7/2023,Mexico,47,Male,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1414,Standard,15,1/11/2022,6/7/2023,Spain,41,Male,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1415,Standard,11,17-10-22,3/7/2023,Italy,32,Female,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1416,Standard,11,18-10-22,5/7/2023,Spain,31,Male,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1417,Standard,13,28-09-22,5/7/2023,Spain,43,Female,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1418,Standard,15,23-09-22,5/7/2023,United States,42,Female,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
